seed,theta_chiang,se_chiang,bias_chiang,theta_iid,se_iid,bias_iid
7772,1.0921383987808297,0.06842503129324222,0.09213839878082974,1.050699654312828,0.03951569844228751,0.05069965431282797
7773,0.9279501722208229,0.10342427855949755,-0.07204982777917712,0.9698574345639309,0.04437866896376643,-0.03014256543606908
7774,0.969122134348034,0.07645725636690709,-0.03087786565196604,1.0715188516606393,0.0379502126261134,0.07151885166063932
7775,1.006951260280147,0.08320543515198885,0.00695126028014692,1.0016052073411994,0.03642856715961329,0.0016052073411993995
7776,1.0732005791029773,0.06481866570509881,0.07320057910297728,1.0305730322028268,0.03550560425375708,0.03057303220282681
7777,1.1311954130581365,0.11268624267688941,0.13119541305813653,1.1072624566464928,0.039846177164496295,0.10726245664649281
7778,1.002877824968174,0.07713111166243124,0.0028778249681740142,1.0102858853076473,0.03326899648667449,0.010285885307647291
7779,1.09609807718843,0.11349090836479052,0.09609807718843011,1.0565933444035236,0.04022392371232206,0.05659334440352359
7780,1.159397903274916,0.0995123726266973,0.159397903274916,1.0799791036132642,0.03786012643948337,0.07997910361326421
7781,0.9891936520600667,0.07536310083526317,-0.010806347939933292,0.9868351364504141,0.037594384999845194,-0.013164863549585903
7782,0.9805409928196944,0.08808242146184184,-0.019459007180305576,1.0420015949924846,0.03632909969387971,0.04200159499248457
7783,0.8568650629546382,0.08915333379779256,-0.14313493704536184,0.9242403683041273,0.03684299662336385,-0.07575963169587274
7784,0.8976976871703791,0.08546606545480753,-0.10230231282962088,0.9396744912783755,0.036068484418353544,-0.060325508721624455
7785,1.0437719818477271,0.09453890476679427,0.043771981847727126,1.002033675278156,0.038426915679195074,0.002033675278156011
7786,0.9903701906385405,0.10376807828064716,-0.009629809361459518,0.9966834014850007,0.03982119266813443,-0.003316598514999325
7787,0.9235706428547832,0.08680352573328744,-0.07642935714521681,0.921943960062924,0.04082521573079774,-0.078056039937076
7788,0.8606188382331544,0.09090566718630079,-0.13938116176684556,0.8935848083437185,0.03611399982382031,-0.10641519165628155
7789,1.0202332831182748,0.09976404386424957,0.02023328311827477,0.9950810809785402,0.03711085024092195,-0.0049189190214598
7790,0.992460706817332,0.07341982791469283,-0.007539293182667994,1.0393476769628243,0.03831453400056413,0.03934767696282426
7791,1.0240899195191961,0.11700634446296417,0.024089919519196146,0.9949411845789518,0.04451336543480044,-0.005058815421048246
7792,0.9782746161034174,0.08203186590783425,-0.02172538389658263,0.9426103068449092,0.03968375560943386,-0.05738969315509079
7793,1.0388272802880363,0.09672723183809676,0.03882728028803628,1.0193104655865806,0.045749116495344924,0.01931046558658056
7794,1.0846338000266238,0.08302425260823616,0.0846338000266238,1.0645494803276312,0.03904957494701422,0.06454948032763119
7795,1.1313481026394567,0.08896619600744471,0.13134810263945673,1.0897648294980187,0.04589450062345715,0.08976482949801867
7796,0.9823690608356324,0.09297669855825529,-0.017630939164367643,0.969111879944923,0.039090043859680304,-0.030888120055077017
7797,1.1317329169825634,0.08427772571348574,0.1317329169825634,1.1057193407938777,0.04802147612085648,0.10571934079387768
7798,0.9663841410315684,0.08945461599200977,-0.033615858968431556,0.9164176157482473,0.040620428969178037,-0.08358238425175268
7799,1.087015052655496,0.11681266432486659,0.08701505265549603,1.0407072552442111,0.04821397491169764,0.04070725524421115
7800,0.9715074693348522,0.0921418299834193,-0.028492530665147786,0.9808509657661005,0.043748426061567744,-0.019149034233899465
7801,1.0774324839762484,0.08899425465816696,0.07743248397624836,1.0266975700315464,0.042361131221820315,0.02669757003154638
7802,0.9723571479143657,0.11671694534168463,-0.02764285208563433,0.9202125458131301,0.04452923731635167,-0.07978745418686994
7803,1.026185545977338,0.09652909211050162,0.02618554597733791,1.0125338965775093,0.0395330334570028,0.012533896577509251
