dgp,learner,strategy,n,n_reps,bias,bias_mcse,emp_se,emp_se_mcse,mod_se,mod_se_mcse,rel_se,rel_se_mcse,mse,rmse,coverage,coverage_mcse,mean_ci_length,se_noack_cr,cov_noack_cr
shared_effects,deep_rf,chiang,2500,200,0.5349166801002913,0.053834612100278345,0.7613363855730837,0.03816234469680165,0.7827683372815329,0.041436888456088304,1.0281504366723742,0.07495504802330709,0.8657689466470044,0.9304670583352236,0.92,0.019183326093250873,3.068451882143609,,
shared_effects,deep_rf,no_cf,400,200,-0.41032740668194173,0.009156581305018858,0.12949361466529602,0.006490928389258568,0.04009648800125911,0.0003253575264300465,0.30964065761000703,0.015722934667057965,0.18513717691341178,0.43027569872514504,0.01,0.007035623639735145,0.15717823296493572,,
shared_effects,deep_rf,no_cf,900,200,-0.30766140596986574,0.006148887038286257,0.08695839443044558,0.0043588304531605,0.027845394643449112,0.00010348005103114291,0.32021514226233205,0.016094986606624586,0.10221730308527549,0.3197144086294446,0.0,0.0,0.10915394700232052,,
shared_effects,deep_rf,no_cf,2500,200,-0.23088492797082685,0.004055195253693008,0.05734912125843656,0.002874651697981984,0.0164807953692903,3.002165258849651e-05,0.287376598065412,0.014414396197636405,0.056596771673208764,0.2379007601358364,0.0,0.0,0.06460471784761797,,
shared_effects,earth_exact,as_iid,400,200,-0.0003753673263258861,0.2831530212823979,4.004388429244847,0.2007218549284172,3.6039639255072204,0.21046646605758076,0.9000035808681178,0.06926496725301413,16.035126833170644,4.004388446838124,0.955,0.014658615214269054,14.127538587988305,,
shared_effects,earth_exact,as_iid,900,200,0.09873491156038142,0.1136240347610305,1.6068865097060134,0.08054594267930835,1.4288200885718254,0.08098837866198126,0.8891854402544173,0.06728150657026373,2.59183283783601,1.609917028245869,0.97,0.012062338081814825,5.600974747201556,,
shared_effects,earth_exact,as_iid,2500,200,-0.046615160406519855,0.03485284390377072,0.49289364535985,0.02470652598447242,0.4672692059786233,0.026768977920689045,0.9480122342366194,0.0721641732035092,0.24511711881584713,0.4950930405649499,0.97,0.012062338081814825,1.8316952874362034,,
shared_effects,earth_exact,chiang,400,200,1.3898461400672018,1.3290400180264124,18.79546418429535,0.9421314894828636,11.975161599247716,0.6646231480369575,0.637130399219064,0.04764793387602668,355.20114619618903,18.846780791323198,0.95,0.015411035007422448,46.942633469051046,,
shared_effects,earth_exact,chiang,900,200,-0.41704384757153035,0.26727076254356597,3.7797793721491004,0.18946322021537987,3.4089395352073373,0.18470712989783886,0.9018884965418202,0.06657121231892263,14.460657672921114,3.8027171434279876,0.96,0.013856406460551024,13.363042978012762,,
shared_effects,earth_exact,chiang,2500,200,-0.013906592874533401,0.09565682146022958,1.352791742425584,0.06780932286399478,1.0079791655669805,0.05444858670807926,0.7451103772703792,0.05490842107907046,1.8302388917002255,1.352863219878575,0.975,0.011039701082909813,3.9512783290225637,,
shared_effects,earth_exact,no_cf,400,200,-0.007954704208275577,0.009849313486475966,0.13929032712638545,0.006981993212797937,0.11438587571382047,0.0016286394511399777,0.8212047316827115,0.042791675921434284,0.01946507255001663,0.13951728405476013,0.91,0.02023610634484806,0.44839263279817626,,
shared_effects,earth_exact,no_cf,900,200,-0.006176144530189391,0.006135069797660018,0.08676298913956358,0.004349035670975481,0.07995344280307803,0.000970496158178114,0.9215155401627303,0.047526446519526325,0.007565961045689816,0.08698253299191634,0.945,0.016120638945153514,0.3134174957880659,,
shared_effects,earth_exact,no_cf,2500,200,0.0015587849613634707,0.003968284396240186,0.05612001612516401,0.00281304222462252,0.05143862247381819,0.0009000559570077642,0.9165824606873785,0.04866294349960495,0.0031518860204444417,0.056141660292909415,0.905,0.02073342711661533,0.2016394000973673,,
shared_effects,lasso,as_iid,400,200,0.05156788824538532,0.05627038519850863,0.7957834190768918,0.03988901846580203,0.7812181308118448,0.0499900385039624,0.9816969191417149,0.07979731692272092,0.6359304971757964,0.7974525046520303,0.955,0.014658615214269054,3.0623750727824315,,
shared_effects,lasso,as_iid,900,200,-0.002419177398878958,0.01640942928523057,0.23206437445975317,0.011632336005213323,0.2437882776657606,0.013016851423037143,1.0505200474364096,0.07693573679576038,0.053859726312683785,0.23207698359097093,0.95,0.015411035007422448,0.9556500484497816,,
shared_effects,lasso,as_iid,2500,200,-0.0014694908718733734,0.009104104848916219,0.12875148550603974,0.006453728815821963,0.13782427400142364,0.0066882957820583655,1.0704674471111892,0.07468381429996744,0.01657910442343448,0.1287598711689107,0.95,0.015411035007422448,0.5402711540855807,,
shared_effects,lasso,chiang,400,200,0.10683815416110581,0.06733634129693121,0.9522796710270365,0.04773346675942117,0.9471509368783947,0.057032268875901314,0.9946142563947518,0.07792569451372808,0.918250963035913,0.9582541223683376,0.945,0.016120638945153514,3.7128316725633073,,
shared_effects,lasso,chiang,900,200,0.02036506213262601,0.022225419799185676,0.31431490109443894,0.01575518236906287,0.31781125936238336,0.01780545408207706,1.011123743277109,0.07601196993146674,0.09920859280567265,0.3149739557577303,0.98,0.009899494936611668,1.2458201367005428,,
shared_effects,lasso,chiang,2500,200,0.0071981501044350036,0.010787957358652322,0.15256475606908745,0.007647380211980003,0.15304992105643328,0.007595948347645842,1.0031800594045857,0.07076332939999963,0.023327818159346134,0.15273446945384048,0.95,0.015411035007422448,0.5999556905412184,,
shared_effects,lasso,no_cf,400,200,0.007468218889856354,0.013805515726055085,0.1952394757534215,0.00978647062364746,0.17324963111602704,0.009118969686020158,0.8873698848425171,0.06449775878694684,0.03817422718585767,0.19538225913797205,0.915,0.019719913792915014,0.6791385539748259,,
shared_effects,lasso,no_cf,900,200,0.0011396603330164545,0.007355752083690773,0.10402604358209645,0.0052143544008292925,0.10166531987688249,0.003445952846719558,0.9773064165095262,0.05913663596577266,0.010822716569018882,0.10403228618567835,0.95,0.015411035007422448,0.39852805391737933,,
