scenario,sim_id,seed,n,tau_true,dgp,dgp_label,learner,learner_label,strategy,N,M,tau_hat,se,se_iid,se_cr,covers,covers_iid,covers_cr,bias
balkus_fullgrid__deep_rf__N20_M20__no_cf,76,7767,400,1.0205527221982265,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.5269417306207803,0.042489625392464245,0.042489625392464245,0.04363537232859874,0,0,0,-0.49361099157744615
balkus_fullgrid__deep_rf__N20_M20__no_cf,77,7768,400,0.9951834167475192,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.6015125395500707,0.05615514597334105,0.05615514597334105,0.09362226919014742,0,0,0,-0.39367087719744853
balkus_fullgrid__deep_rf__N20_M20__no_cf,78,7769,400,1.0517574828766292,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.6152413283215197,0.052986590901818086,0.052986590901818086,0.07328793856342389,0,0,0,-0.4365161545551095
balkus_fullgrid__deep_rf__N20_M20__no_cf,79,7770,400,1.0308658230412335,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4675557153641421,0.047287695706561564,0.047287695706561564,0.07557616002088602,0,0,0,-0.5633101076770914
balkus_fullgrid__deep_rf__N20_M20__no_cf,80,7771,400,0.9701019810641323,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4136949464916046,0.04333814195768644,0.04333814195768644,0.0719523922793104,0,0,0,-0.5564070345725276
balkus_fullgrid__deep_rf__N20_M20__no_cf,81,7772,400,1.1863577642797882,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.509365461216342,0.05275868257341223,0.05275868257341223,0.0703431897122261,0,0,0,-0.6769923030634463
balkus_fullgrid__deep_rf__N20_M20__no_cf,82,7773,400,1.0198334148264951,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4687561830252862,0.0388591092969415,0.0388591092969415,0.0588545235510678,0,0,0,-0.5510772318012089
balkus_fullgrid__deep_rf__N20_M20__no_cf,83,7774,400,1.0086918316373807,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.6823646115251187,0.062401807977507696,0.062401807977507696,0.04875358687277765,0,0,0,-0.326327220112262
balkus_fullgrid__deep_rf__N20_M20__no_cf,84,7775,400,0.9822956648205899,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4867139577547272,0.043809094731279204,0.043809094731279204,0.04655839228741117,0,0,0,-0.49558170706586274
balkus_fullgrid__deep_rf__N20_M20__no_cf,85,7776,400,1.0466442196776804,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.3417034230231998,0.0590006356279026,0.0590006356279026,0.10760225646264361,0,0,0,-0.7049407966544806
balkus_fullgrid__deep_rf__N20_M20__no_cf,86,7777,400,0.8972975037522534,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.17742168446985374,0.051799541383740724,0.051799541383740724,0.08310207257122335,0,0,0,-0.7198758192823996
balkus_fullgrid__deep_rf__N20_M20__no_cf,87,7778,400,0.952725641256158,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4739869218615675,0.036798578638854135,0.036798578638854135,0.052431225847541105,0,0,0,-0.4787387193945905
balkus_fullgrid__deep_rf__N20_M20__no_cf,88,7779,400,0.997234531921195,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.3250072642659785,0.05451492670747295,0.05451492670747295,0.044126604501938615,0,0,0,-0.6722272676552166
balkus_fullgrid__deep_rf__N20_M20__no_cf,89,7780,400,1.0281474336045682,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4220956477439013,0.05341419530236655,0.05341419530236655,0.06569456998944243,0,0,0,-0.6060517858606669
balkus_fullgrid__deep_rf__N20_M20__no_cf,90,7781,400,0.9682556397926004,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4630346757993293,0.045419436396653065,0.045419436396653065,0.05476237528366797,0,0,0,-0.5052209639932712
balkus_fullgrid__deep_rf__N20_M20__no_cf,91,7782,400,0.9895327141586893,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.30044915155527024,0.0577291837788201,0.0577291837788201,0.04746329854176153,0,0,0,-0.6890835626034191
balkus_fullgrid__deep_rf__N20_M20__no_cf,92,7783,400,0.630230961882628,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.17180575793154737,0.07072448127574835,0.07072448127574835,0.1353288248760191,0,0,0,-0.45842520395108055
balkus_fullgrid__deep_rf__N20_M20__no_cf,93,7784,400,0.9831510359242855,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.6165178459736355,0.04949559902933218,0.04949559902933218,0.0844665216324493,0,0,0,-0.3666331899506501
balkus_fullgrid__deep_rf__N20_M20__no_cf,94,7785,400,1.0400125939218352,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.6939829205207572,0.053834710033813474,0.053834710033813474,0.08419550763728936,0,0,0,-0.34602967340107804
balkus_fullgrid__deep_rf__N20_M20__no_cf,95,7786,400,0.9182845305342238,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.4217583073651569,0.0506359672224463,0.0506359672224463,0.04377401947456334,0,0,0,-0.49652622316906686
balkus_fullgrid__deep_rf__N20_M20__no_cf,96,7787,400,1.1460566491321311,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.5368243487428069,0.04633541464737571,0.04633541464737571,0.052304273444075754,0,0,0,-0.6092323003893242
balkus_fullgrid__deep_rf__N20_M20__no_cf,97,7788,400,1.0143258894337557,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.43211222178342085,0.0586636102182063,0.0586636102182063,0.09370586355845432,0,0,0,-0.5822136676503349
balkus_fullgrid__deep_rf__N20_M20__no_cf,98,7789,400,0.9752557609152693,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.46969672693871006,0.0458350644955154,0.0458350644955154,0.07552348095568844,0,0,0,-0.5055590339765592
balkus_fullgrid__deep_rf__N20_M20__no_cf,99,7790,400,1.0295615303620915,balkus_fullgrid,Dense Full-Grid,deep_rf,Deep RF,no_cf,20,20,0.3763972004941297,0.043725448340192645,0.043725448340192645,0.022218960280145222,0,0,0,-0.6531643298679618
